id,name,year,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,selling_price
2333,Toyota,2013.0,110000.0,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,12.99,2494.0,0.1946246503776942,200Nm@ 1400-3400rpm,7.0,Y,0.91
2334,Hyundai,2007.0,70000.0,South,Florida,New Smyrna Beach,Petrol,Individual,Manual,Third_Owner,15.0,1086.0,66.6,"10.4@ 3,200(kgm@ rpm)",5.0,N,0.065
2335,Ford,2017.0,77524.0,Central,Missouri,Saint Louis,Diesel,Dealer,Manual,First_Owner,22.7,1498.0,89.84,204Nm@ 2000-2750rpm,5.0,N,0.875
2336,Honda,2018.0,1000.0,East,Pennsylvania,Philadelphia,Petrol,Individual,Automatic,First_Owner,18.0,1497.0,117.6,145Nm@ 4600rpm,5.0,Y,1.085
2337,Mahindra,2014.0,120000.0,West,California,San Clemente,Diesel,Individual,Manual,First_Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,7.0,N,0.675
2338,Maruti,2018.0,70000.0,South,South Carolina,Taylors,Diesel,Individual,Manual,First_Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0,N,0.68
2339,Maruti,2014.0,80000.0,South,North Carolina,Charlotte,Diesel,Individual,Manual,Second_Owner,0.1142494715928946,1248.0,74.0,190Nm@ 2000rpm,5.0,Y,0.43
2340,Ford,2017.0,70000.0,East,Massachusetts,Southbridge,Diesel,Individual,Manual,First_Owner,25.83,1498.0,99.0,215Nm@ 1750-3000rpm,5.0,N,0.67
2341,Hyundai,2019.0,3500.0,West,California,Coachella,Petrol,Dealer,Automatic,First_Owner,18.15,998.0,118.35,171.6Nm@ 1500-4000rpm,5.0,N,1.125
2342,Hyundai,2009.0,110000.0,,Ohio,Cuyahoga Falls,Petrol,Individual,Manual,First_Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0,N,0.142
2343,Tata,2012.0,90000.0,Central,Illinois,Crystal Lake,Diesel,Individual,Manual,First_Owner,22.3,1248.0,74.0,190Nm@ 1750-3000rpm,5.0,N,0.2
2344,Maruti,2007.0,63000.0,West,California,Vallejo,Petrol,Individual,Automatic,Third_Owner,18.9,1061.0,67.0,84Nm@ 3500rpm,5.0,N,0.08
2345,Hyundai,2007.0,70000.0,West,Colorado,Pueblo West,Petrol,Individual,Manual,Second_Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0,N,0.19
2346,Mahindra,2011.0,190000.0,West,Oregon,Bend,Diesel,Individual,Manual,Third_Owner,19.2,1461.0,65.0,"16@ 2,000(kgm@ rpm)",5.0,Y,0.18
2347,Mahindra,2018.0,60000.0,Central,Kansas,Pittsburg,Petrol,Individual,Manual,First_Owner,18.15,1198.0,82.0,115Nm@ 3500-3600rpm,6.0,N,0.5
2348,Tata,2017.0,38000.0,South,South Carolina,Rock Hill,Petrol,Individual,Manual,Second_Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,N,0.43
2349,Hyundai,2017.0,14000.0,South,Kentucky,Covington,,Individual,Manual,First_Owner,22.54,0.1130517199888054,88.73,219.7Nm@ 1500-2750rpm,5.0,N,0.8
2350,Tata,2009.0,70000.0,West,California,Granite Bay,Diesel,Individual,Manual,First_Owner,19.09,1396.0,69.0,135Nm@ 2500rpm,,N,0.16
2351,Hyundai,2019.0,20000.0,East,New Hampshire,Hampton,Diesel,Individual,Manual,First_Owner,24.0,1396.0,88.76,219.66NM@ 1500-2750rpm,5.0,N,0.96
2352,Maruti,2016.0,90000.0,South,Georgia,Athens,Petrol,Individual,Manual,First_Owner,18.5,1197.0,85.8,114Nm@ 4000rpm,5.0,N,0.32
2353,Hyundai,2013.0,40000.0,West,Idaho,Meridian,Petrol,Individual,Manual,First_Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,Y,0.2
2354,Honda,2016.0,61915.0,,Texas,Garland,Diesel,Individual,Manual,First_Owner,27.3,1498.0,98.6,200Nm@ 1750rpm,5.0,N,0.65
2355,Hyundai,2019.0,19500.0,Central,Illinois,Glenview,Petrol,Dealer,Manual,0.9959821922447484,20.3,1086.0,68.07,99.07Nm@ 4500rpm,5.0,N,0.434999
2356,Mahindra,2011.0,100000.0,Central,Illinois,Chicago,Diesel,Individual,Manual,Second_Owner,13.5,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,Y,0.42
2357,Maruti,2016.0,80000.0,West,Utah,Magna,Diesel,Individual,Manual,First_Owner,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0,N,0.75
2358,Maruti,2005.0,35000.0,West,Arizona,Peoria,Petrol,Individual,Manual,First_Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,N,0.065
2359,0.9045513555630893,2014.0,50000.0,East,New Jersey,Dover,Petrol,Individual,Manual,First_Owner,21.1,814.0,,74.5Nm@ 4000rpm,5.0,N,0.29
2360,Tata,2014.0,100000.0,South,Louisiana,Slidell,Diesel,Individual,Manual,Second_Owner,25.0,1396.0,69.01,140Nm@ 1800-3000rpm,5.0,N,0.215
2361,Jeep,2017.0,17000.0,West,Idaho,Pocatello,Petrol,Individual,Automatic,First_Owner,9.5,3604.0,280.0,347Nm@ 4300rpm,5.0,N,4.1
2362,Renault,2015.0,120000.0,Central,Michigan,Garden City,Diesel,Individual,,Second_Owner,21.04,1461.0,83.8,200Nm@ 1900rpm,7.0,N,0.415
2363,Ford,2016.0,85000.0,East,Ohio,Findlay,Diesel,Dealer,Manual,First_Owner,24.4,1499.0,98.96,215Nm@ 1750-3000rpm,5.0,N,0.65
2364,0.6145334133754513,2016.0,100000.0,Central,Illinois,Carol Stream,Diesel,Individual,Manual,First_Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,N,1.0
2365,Hyundai,2013.0,120000.0,Central,Illinois,Chicago,Petrol,,Manual,Second_Owner,0.1172151544194955,1086.0,62.1,96.1Nm@ 3000rpm,5.0,N,0.187
2366,Tata,2014.0,50000.0,West,California,Vacaville,Diesel,Individual,Manual,Second_Owner,25.0,1396.0,69.01,140Nm@ 1800-3000rpm,5.0,N,0.25
2367,Ford,2014.0,80000.0,South,Florida,Coral Springs,Diesel,Individual,Manual,First_Owner,25.01,1498.0,89.75,204Nm@ 2000-2750rpm,5.0,N,0.5
2368,Maruti,2014.0,60000.0,West,Idaho,Caldwell,0.8705893076021113,Individual,Manual,Second_Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,N,0.3
2369,Renault,2015.0,136000.0,East,Maryland,Hagerstown,Diesel,Individual,Manual,First_Owner,19.01,1461.0,108.45,248Nm@ 2250rpm,5.0,0.6708067656612396,0.6
2370,Mahindra,2014.0,60000.0,South,Kentucky,Bowling Green,Diesel,Individual,Manual,First_Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,N,0.85
2371,Hyundai,2015.0,43000.0,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,Y,0.27
2372,Maruti,2018.0,17000.0,Central,Minnesota,Saint Cloud,Diesel,Dealer,Manual,First_Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0,N,0.835
2373,Ford,2011.0,180000.0,West,California,Ontario,Diesel,Individual,Manual,Second_Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,N,0.13
2374,Renault,2013.0,152186.0,East,Pennsylvania,Pittsburgh,Diesel,Dealer,Manual,Second_Owner,20.45,1461.0,83.8,200Nm@ 1900rpm,5.0,N,0.425
2375,Hyundai,2016.0,0.6237873894908982,West,California,Redding,Diesel,Individual,Manual,First_Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0,N,1.05
2376,Hyundai,2018.0,49000.0,South,Florida,Kissimmee,Diesel,Individual,Automatic,First_Owner,22.0,1582.0,126.2,259.87nm@ 1500-3000rpm,5.0,N,1.15
2377,Tata,2011.0,20000.0,South,North Carolina,Charlotte,Diesel,Individual,Manual,First_Owner,0.0028484023549418,1948.0,68.0,"115@ 2,500(kgm@ rpm)",10.0,Y,0.175
2378,Volkswagen,2012.0,200000.0,West,Utah,,Diesel,Individual,Manual,First_Owner,20.54,1598.0,103.6,250Nm@ 1500-2500rpm,5.0,N,0.38
2379,Tata,2011.0,80000.0,,New York,Centereach,0.6411811751389764,Individual,Manual,Second_Owner,17.0,1405.0,71.0,135Nm@ 2500rpm,5.0,N,0.07
2380,Hyundai,2008.0,100000.0,West,Oregon,Tigard,Petrol,Individual,Manual,Second_Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0,N,0.25
2381,Maruti,2018.0,30000.0,Central,Wisconsin,Waukesha,Petrol,Individual,Manual,First_Owner,,796.0,34.2,59Nm@ 2500rpm,8.0,N,0.26
2382,Maruti,2007.0,60000.0,South,North Carolina,Mint Hill,Petrol,Individual,Manual,Second_Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,N,0.128
2383,Renault,2017.0,30000.0,West,Colorado,0.418021514203501,Petrol,Individual,Manual,First_Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5.0,N,0.3
2384,Mahindra,2018.0,15000.0,Central,Illinois,Decatur,Diesel,Individual,Manual,Second_Owner,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,6.0,N,0.85
2385,Maruti,2018.0,39000.0,Central,Missouri,Saint Louis,Diesel,Dealer,Manual,First_Owner,28.4,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.755
2386,Maruti,2004.0,96000.0,South,Louisiana,Baton Rouge,Petrol,Individual,Manual,Third_Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,N,0.105
2387,Ford,2006.0,201000.0,West,California,Tracy,,Individual,Manual,First_Owner,17.8,1399.0,68.0,"16.3@ 2,000(kgm@ rpm)",5.0,0.29149203741010454,0.055
2388,Maruti,2009.0,40000.0,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,16.1,796.0,37.0,0.2926535812794486,4.0,Y,0.13
2389,Mahindra,2017.0,50000.0,East,New York,New York City,Diesel,0.20093623954887352,Manual,Second_Owner,15.4,1997.0,120.0,280Nm@ 1800-2800rpm,7.0,Y,1.3
2390,Tata,2016.0,60000.0,South,Virginia,Norfolk,Diesel,Individual,Manual,Second_Owner,17.88,1405.0,48.21,85Nm@ 2500rpm,5.0,N,0.3
2391,Maruti,2017.0,35000.0,East,New York,Central Islip,Petrol,Individual,Manual,First_Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5.0,N,0.31
2392,Hyundai,2009.0,0.5893634329199092,East,Ohio,Mansfield,Petrol,Individual,Manual,Second_Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0,Y,0.15
2393,Maruti,2016.0,8588.0,East,Ohio,Strongsville,Petrol,Individual,Manual,First_Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0,N,0.55
2394,Hyundai,2015.0,40000.0,West,California,Paradise,Diesel,Dealer,Automatic,First_Owner,17.6,1582.0,126.2,259.87NM@ 1500-3000rpm,0.8137884805360431,N,0.91
2395,Toyota,2006.0,192000.0,Central,Texas,Flower Mound,Diesel,Individual,Manual,Fourth_Above_Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,N,0.45
2396,Lexus,2019.0,20000.0,East,New York,Tonawanda,Petrol,Dealer,Automatic,First_Owner,22.37,0.7641696223159131,214.56,202Nm@ 3600-5200rpm,5.0,N,5.15
2397,Hyundai,,30000.0,East,Pennsylvania,Philadelphia,Petrol,Individual,Automatic,First_Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5.0,Y,0.58
2398,Fiat,2010.0,80000.0,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,20.4,1248.0,91.2,209Nm@ 2000rpm,5.0,Y,0.2
2399,Datsun,2018.0,5000.0,West,Colorado,Lakewood,Petrol,Individual,Manual,Second_Owner,20.63,1198.0,67.0,104Nm@ 4000rpm,5.0,Y,0.43
2400,Toyota,2007.0,210000.0,Central,Iowa,Burlington,Diesel,Individual,Manual,Second_Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,N,0.465
2401,,2018.0,38817.0,Central,Indiana,Granger,Diesel,Dealer,Manual,First_Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.74
2402,Toyota,2014.0,150000.0,West,0.5550096265820249,Prescott,Diesel,Individual,Manual,First_Owner,13.0,2982.0,168.5,343Nm@ 1400-3400rpm,7.0,N,1.38
2403,Toyota,2019.0,9654.0,East,Massachusetts,Boston,Petrol,Dealer,Automatic,First_Owner,19.56,1197.0,81.8,113Nm@ 4200rpm,5.0,Y,0.894999
2404,Maruti,2018.0,10000.0,0.12441189517588125,Oklahoma,Ponca City,Petrol,Individual,Manual,First_Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5.0,N,0.31
2405,Toyota,2018.0,35000.0,East,New York,New York City,Diesel,Individual,Manual,First_Owner,14.24,2755.0,174.5,420Nm@ 1400-2600rpm,7.0,Y,3.0
2406,Mahindra,2011.0,218000.0,South,North Carolina,Chapel Hill,Diesel,Individual,Manual,First_Owner,21.0,1461.0,64.1,160Nm@ 2000rpm,5.0,N,0.18
2407,Toyota,2017.0,150000.0,East,New York,West Islip,Diesel,Individual,Manual,First_Owner,23.59,1364.0,67.05,170Nm@ 1800-2400rpm,5.0,N,0.632
2408,Chevrolet,2007.0,40000.0,South,Florida,Sarasota,Petrol,Individual,Manual,Second_Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0,N,0.072
2409,Tata,2012.0,178000.0,East,Connecticut,Naugatuck,Diesel,Individual,Manual,0.5370047717322051,22.3,1248.0,74.0,190Nm@ 1750-3000rpm,5.0,N,0.285
2410,Honda,2007.0,90000.0,East,New Hampshire,Hudson,Petrol,Individual,Manual,Third_Owner,13.5,0.0282306225098182,130.0,172Nm@ 4300rpm,5.0,Y,0.245
2411,BMW,2019.0,8500.0,West,Colorado,Littleton,Diesel,Dealer,Automatic,First_Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5.0,N,5.5
2412,Volvo,2014.0,0.0268929540494802,Central,Michigan,Garden City,Diesel,Individual,Automatic,First_Owner,9.0,1984.0,181.0,400Nm@ 1750-2500rpm,5.0,N,2.5
2413,Maruti,2014.0,10000.0,East,Ohio,Garfield Heights,Petrol,Individual,Manual,First_Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,N,0.3
2414,Mahindra,2016.0,120000.0,East,New York,New York City,Diesel,Individual,Manual,First_Owner,15.96,2523.0,62.1,195Nm@ 1440-2200rpm,9.0,Y,0.55
2415,Maruti,2019.0,5500.0,Central,Indiana,Indianapolis,Petrol,Individual,Manual,First_Owner,15.37,1196.0,73.0,101Nm@ 3000rpm,7.0,N,0.359
2416,Maruti,2018.0,69779.0,Central,Oklahoma,Altus,Petrol,Dealer,Automatic,First_Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0,N,0.6
2417,Maruti,2008.0,90000.0,South,Florida,Palm Beach Gardens,Petrol,Individual,Manual,Second_Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,N,0.135
2418,Maruti,2012.0,100000.0,Central,Michigan,Allen Park,LPG,Individual,Manual,Second_Owner,26.2,998.0,58.2,77Nm@ 3500rpm,5.0,Y,0.3
2419,Tata,2013.0,110000.0,East,Ohio,East Cleveland,Petrol,Individual,Manual,Second_Owner,15.3,1193.0,65.3,"10.2@ 2,600(kgm@ rpm)",5.0,N,0.17
2420,Tata,2017.0,35000.0,Central,Indiana,La Porte,Diesel,Individual,Manual,First_Owner,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5.0,N,0.83
2421,Mahindra,2013.0,50000.0,Central,Minnesota,Minnetonka Mills,Diesel,Individual,0.1740907120740397,First_Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0,N,0.5
2422,Maruti,2009.0,90000.0,Central,Michigan,Saint Clair Shores,Diesel,,Manual,First_Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5.0,N,0.24
2423,Nissan,2016.0,35000.0,Central,Wisconsin,Manitowoc,Diesel,Individual,Manual,First_Owner,20.45,1461.0,83.8,200Nm@ 1900rpm,5.0,N,0.75
2424,Mahindra,2019.0,17000.0,Central,Illinois,Rock Island,Diesel,Individual,Manual,First_Owner,20.0,1497.0,115.0,300Nm@ 1500-2500rpm,5.0,N,0.95
2425,Tata,2018.0,50000.0,Central,Texas,Arlington,Petrol,Individual,Manual,First_Owner,20.3,1199.0,84.0,114Nm@ 3500rpm,5.0,N,0.459999
2426,Hyundai,0.328050562269324,120000.0,South,Florida,Hollywood,Diesel,Individual,Manual,First_Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,Y,0.395
2427,Hyundai,2009.0,80000.0,East,Pennsylvania,State College,Petrol,Individual,Manual,Second_Owner,20.36,1197.0,78.9,111.8Nm@ 4000rpm,5.0,N,0.15
2428,Nissan,2018.0,48000.0,East,New York,Lindenhurst,Diesel,Individual,Manual,First_Owner,19.87,1461.0,83.14,200Nm@ 1750rpm,0.9061676016111744,N,0.85
2429,Lexus,2019.0,20000.0,East,Maryland,Bethesda,Petrol,Dealer,Automatic,First_Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5.0,N,5.15
2430,Toyota,2009.0,220000.0,,Alabama,Mobile,Diesel,Individual,Manual,First_Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,N,0.6
2431,Hyundai,2011.0,108000.0,West,California,Hacienda Heights,Diesel,Individual,Manual,First_Owner,22.32,1582.0,126.3,259.9Nm@ 1900-2750rpm,5.0,N,0.45
2432,Hyundai,2012.0,41000.0,Central,North Dakota,Minot,Petrol,Individual,Manual,Second_Owner,20.36,1197.0,78.9,111.8Nm@ 4000rpm,5.0,N,0.3
2433,Toyota,2016.0,0.8844708210544566,Central,Texas,Lufkin,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494.0,157.7,213Nm@ 4500rpm,5.0,N,2.0
2434,Ford,2017.0,,Central,Indiana,Lafayette,Petrol,Individual,Manual,First_Owner,17.0,1497.0,121.31,150Nm@ 4500rpm,5.0,0.8100682476356961,0.889
2435,Hyundai,2013.0,40000.0,East,Pennsylvania,Pittsburgh,Diesel,Individual,,First_Owner,21.9,1396.0,88.8,219.7Nm@ 1500-2750rpm,5.0,N,0.345
2436,Mahindra,2017.0,54188.0,East,Maryland,Essex,Diesel,Individual,Manual,First_Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0,0.7053398361745721,0.7
2437,Nissan,2018.0,35000.0,West,Washington,Seattle,Diesel,Individual,Manual,First_Owner,22.71,1461.0,84.8,200Nm@ 2000rpm,5.0,Y,0.67
2438,Hyundai,2012.0,30000.0,East,New York,0.9031614080396889,LPG,Individual,Manual,First_Owner,19.2,,68.05,99.04Nm@ 4500rpm,5.0,N,0.35
2439,Nissan,2012.0,112072.0,,Maryland,Odenton,Diesel,Individual,Manual,First_Owner,21.64,1461.0,84.8,200Nm@ 2000rpm,5.0,N,0.29
2440,Skoda,2016.0,11000.0,Central,Texas,San Juan,Petrol,Dealer,Automatic,First_Owner,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0,N,0.645
2441,Hyundai,2017.0,,East,New York,Shirley,Diesel,Individual,Automatic,First_Owner,17.01,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0,0.3625814440635805,1.1
2442,Toyota,2015.0,120000.0,Central,Illinois,Galesburg,Diesel,Individual,Manual,First_Owner,13.0,2494.0,142.0,343Nm@ 1600-2800rpm,7.0,N,2.0
2443,Tata,2012.0,30078.0,West,Montana,Bozeman,Petrol,Dealer,Manual,First_Owner,15.3,1396.0,70.0,"12.4@ 2,600(kgm@ rpm)",5.0,N,0.2
2444,Toyota,,120000.0,Central,Indiana,Noblesville,Diesel,Individual,Manual,First_Owner,23.59,1364.0,67.06,170Nm@ 1800-2400rpm,5.0,N,0.451
2445,Hyundai,,90000.0,West,Oregon,Corvallis,Diesel,Individual,Manual,First_Owner,21.19,1396.0,88.73,219.66nm@ 1500-2750rpm,5.0,N,0.625
2446,Maruti,,20000.0,South,Alabama,Montgomery,Petrol,Individual,Manual,First_Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5.0,N,0.33
2447,Jeep,2017.0,12000.0,West,Arizona,Mesa,Diesel,Individual,Manual,First_Owner,17.1,1956.0,170.0,350Nm@ 1750-2500rpm,5.0,N,1.5
2448,Skoda,2011.0,160000.0,South,Georgia,Marietta,Diesel,Individual,Manual,Third_Owner,20.86,1199.0,75.0,180Nm@ 2000rpm,5.0,N,0.325
2449,BMW,2018.0,10000.0,West,California,Coachella,Diesel,Dealer,Automatic,First_Owner,22.48,1995.0,187.74,400Nm@ 1750-2500rpm,5.0,N,4.0
2450,Lexus,2019.0,20000.0,West,California,Pacifica,Petrol,Dealer,Automatic,First_Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5.0,N,5.15
2451,Tata,2011.0,120000.0,West,Colorado,0.3372704117862657,Diesel,Individual,Manual,First_Owner,23.03,1396.0,69.0,140Nm@ 1800-3000rpm,5.0,N,0.15
2452,Lexus,2019.0,20000.0,South,Florida,Orlando,Petrol,Dealer,Automatic,First_Owner,0.0175055765209535,2487.0,214.56,202Nm@ 3600-5200rpm,5.0,Y,5.15
2453,Datsun,2015.0,71850.0,Central,North Dakota,Dickinson,Petrol,,Manual,First_Owner,20.63,1198.0,67.0,104Nm@ 4000rpm,5.0,N,0.225
2454,Maruti,2017.0,20000.0,East,Connecticut,Newington,Petrol,Individual,Manual,First_Owner,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0,N,0.5
2455,Tata,2007.0,120000.0,Central,Michigan,Kentwood,Diesel,Individual,Manual,Second_Owner,13.93,2956.0,138.1,320Nm@ 1700-2700rpm,7.0,N,0.2
2456,Renault,2017.0,20000.0,East,Maryland,Essex,Petrol,Individual,Manual,First_Owner,23.01,999.0,0.9210320507685876,91Nm@ 4250rpm,5.0,N,0.33
2457,Tata,2008.0,50000.0,West,California,Santa Maria,Petrol,Individual,Manual,Second_Owner,15.3,1396.0,70.0,"12.4@ 2,600(kgm@ rpm)",5.0,N,0.065
2458,Hyundai,2017.0,56290.0,West,California,Apple Valley,Diesel,Dealer,Manual,First_Owner,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0,N,0.45
2459,Maruti,2018.0,25000.0,Central,Minnesota,Rochester,Petrol,Individual,Manual,First_Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0,N,0.56
2460,Ford,2015.0,18000.0,South,North Carolina,Chapel Hill,Petrol,Dealer,Manual,Second_Owner,18.5,1194.0,94.93,119Nm@ 4250rpm,5.0,N,0.5
2461,Skoda,2016.0,125000.0,West,California,San Mateo,Diesel,0.06109820902933105,Manual,Second_Owner,21.14,1498.0,103.52,250Nm@ 1500-2500rpm,5.0,N,0.65
2462,Maruti,2015.0,33000.0,0.5073223381220312,Texas,Texarkana,Petrol,Individual,Manual,First_Owner,20.73,1373.0,91.1,130Nm@ 4000rpm,5.0,N,0.61
2463,Chevrolet,2014.0,13500.0,South,Kentucky,Murray,Petrol,Individual,Manual,First_Owner,18.2,1199.0,82.4,108.5Nm@ 5000rpm,5.0,Y,0.45
2464,Tata,,24000.0,Central,Minnesota,Prior Lake,Diesel,Individual,Manual,Second_Owner,27.28,1047.0,69.0,140Nm@ 1800-3000rpm,5.0,N,0.35
2465,Mahindra,2008.0,90000.0,West,California,Lakewood,Diesel,Individual,Manual,First_Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,N,0.35
2466,Renault,2017.0,25000.0,Central,Illinois,Belleville,Petrol,Individual,0.2743011426541557,First_Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5.0,N,0.36
2467,Maruti,2016.0,65000.0,South,Florida,Belle Glade,Petrol,Individual,Manual,Second_Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,Y,0.26
2468,Hyundai,2005.0,50000.0,Central,Michigan,0.674237148300913,Petrol,Individual,Manual,Second_Owner,15.3,1341.0,83.0,115Nm@ 3200rpm,5.0,N,0.13
2469,Mahindra,2014.0,183000.0,Central,Iowa,Marshalltown,Diesel,Individual,Manual,First_Owner,0.8302823603340702,2523.0,63.0,180Nm@ 1440-1500rpm,9.0,N,0.37
2470,Tata,2017.0,20000.0,East,New York,New York City,Petrol,Individual,Manual,First_Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,Y,0.52
2471,Tata,,172000.0,East,Maine,Bangor,Diesel,Individual,Manual,Second_Owner,17.88,1396.0,52.8,85Nm@ 2500rpm,5.0,N,0.114999
2472,Mahindra,2010.0,100000.0,Central,Illinois,Romeoville,Diesel,Individual,Manual,First_Owner,13.0,2489.0,95.0,220Nm at 1400-2600 rpm,8.0,Y,0.3
2473,Tata,2011.0,80000.0,Central,0.19725669415107838,Bartlesville,Diesel,Individual,Manual,First_Owner,13.93,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,Y,0.3
2474,Honda,2015.0,140000.0,South,Mississippi,Columbus,Diesel,Individual,Manual,Second_Owner,25.1,1498.0,98.6,200Nm@ 1750rpm,5.0,N,0.7
2475,Toyota,2015.0,170000.0,West,Idaho,0.9717934004466026,Diesel,Individual,Manual,First_Owner,23.59,1364.0,67.04,170Nm@ 1800-2400rpm,5.0,N,0.387
2476,Mahindra,2012.0,110000.0,West,California,Encinitas,Diesel,Individual,Manual,Second_Owner,20.8,0.4234202726643286,65.0,160Nm@ 2000rpm,5.0,N,0.225
2477,Tata,2017.0,50000.0,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First_Owner,24.7,1047.0,69.0,140Nm@ 1800-3000rpm,5.0,Y,0.55
2478,Chevrolet,2011.0,40000.0,West,Wyoming,Casper,Diesel,Individual,Manual,First_Owner,18.3,1991.0,147.9,327Nm@ 2600rpm,5.0,N,0.3
2479,Maruti,2014.0,120000.0,South,Virginia,Oakton,Diesel,Individual,Manual,First_Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.395
2480,Maruti,2014.0,0.9490331338103384,West,Nevada,Carson City,Petrol,Individual,Manual,Second_Owner,19.1,1197.0,85.8,114Nm@ 4000rpm,5.0,N,0.4
2481,Volvo,2019.0,20000.0,East,Maine,Westbrook,Diesel,Individual,Automatic,First_Owner,18.0,1969.0,190.0,0.37114674870796305,5.0,N,3.8
2482,Hyundai,2012.0,76000.0,West,California,San Francisco,Petrol,Individual,Manual,Fourth_Above_Owner,20.36,1197.0,0.5397568174521681,111.7Nm@ 4000rpm,5.0,Y,0.21
2483,Fiat,2014.0,185000.0,East,Maryland,Potomac,Diesel,Individual,Manual,Third_Owner,19.5,1248.0,75.0,197Nm@ 1750rpm,5.0,N,0.28
2484,Mercedes,2014.0,33000.0,East,Massachusetts,Everett,Diesel,Individual,Automatic,First_Owner,11.3,2987.0,254.8,619Nm@ 1600-2400rpm,7.0,,3.25
2485,Nissan,2014.0,100000.0,South,North Carolina,Wilmington,Petrol,Individual,Manual,First_Owner,,1198.0,67.04,104Nm@ 4000rpm,5.0,N,0.225
2486,Maruti,2016.0,47000.0,East,Pennsylvania,Pittsburgh,Diesel,Individual,Manual,First_Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.6
2487,Maruti,2014.0,65000.0,Central,Indiana,Kokomo,Diesel,Individual,Manual,First_Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,N,0.425
2488,Tata,2017.0,20000.0,East,New York,Lindenhurst,Petrol,Individual,Manual,First_Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,N,0.475
